-1.0,5902
-0.999,3
-0.998,2
-0.997,1
-0.996,6
-0.995,7
-0.994,4
-0.993,7
-0.992,3
-0.991,11
-0.99,14
-0.989,8
-0.988,2
-0.987,2
-0.986,4
-0.985,5
-0.984,2
-0.983,3
-0.982,2
-0.981,1
-0.98,28
-0.979,2
-0.978,4
-0.976,6
-0.975,7
-0.974,2
-0.973,2
-0.972,1
-0.971,2
-0.97,7
-0.969,6
-0.968,3
-0.967,11
-0.966,3
-0.965,2
-0.964,2
-0.963,5
-0.962,3
-0.961,1
-0.96,15
-0.959,1
-0.958,3
-0.957,1
-0.956,2
-0.955,4
-0.954,2
-0.953,2
-0.952,6
-0.95,36
-0.948,2
-0.947,12
-0.946,1
-0.945,3
-0.944,8
-0.943,7
-0.942,3
-0.941,7
-0.94,14
-0.939,4
-0.938,4
-0.937,1
-0.936,1
-0.935,1
-0.933,37
-0.932,2
-0.931,2
-0.93,2
-0.929,10
-0.927,2
-0.926,3
-0.925,12
-0.924,4
-0.923,10
-0.922,2
-0.921,1
-0.92,8
-0.919,2
-0.918,1
-0.917,8
-0.916,2
-0.914,3
-0.913,3
-0.912,4
-0.911,4
-0.909,23
-0.908,3
-0.907,1
-0.905,6
-0.904,5
-0.903,5
-0.902,3
-0.901,2
-0.9,171
-0.899,6
-0.898,5
-0.897,7
-0.896,2
-0.895,11
-0.894,3
-0.893,1
-0.891,2
-0.89,4
-0.889,51
-0.888,1
-0.887,1
-0.886,6
-0.885,3
-0.884,6
-0.883,2
-0.882,6
-0.881,2
-0.88,16
-0.879,1
-0.878,2
-0.876,1
-0.875,68
-0.873,4
-0.872,3
-0.871,2
-0.87,6
-0.869,2
-0.868,5
-0.867,41
-0.865,2
-0.864,2
-0.862,3
-0.86,3
-0.859,3
-0.857,83
-0.856,1
-0.855,4
-0.854,3
-0.853,2
-0.852,3
-0.851,7
-0.85,27
-0.848,3
-0.847,4
-0.846,19
-0.845,4
-0.844,5
-0.843,6
-0.842,10
-0.841,1
-0.84,17
-0.839,4
-0.838,1
-0.837,1
-0.835,2
-0.833,101
-0.832,2
-0.831,4
-0.83,2
-0.829,2
-0.828,6
-0.827,2
-0.826,5
-0.825,4
-0.824,5
-0.823,1
-0.822,1
-0.821,7
-0.82,5
-0.819,1
-0.818,17
-0.817,5
-0.816,1
-0.815,1
-0.814,2
-0.812,10
-0.811,2
-0.81,4
-0.808,7
-0.807,1
-0.806,7
-0.805,4
-0.804,8
-0.803,2
-0.802,4
-0.801,1
-0.8,403
-0.798,2
-0.797,2
-0.796,7
-0.795,1
-0.794,2
-0.793,5
-0.792,16
-0.791,1
-0.79,5
-0.789,10
-0.788,5
-0.787,4
-0.786,22
-0.785,4
-0.784,1
-0.783,4
-0.782,9
-0.781,2
-0.78,10
-0.779,2
-0.778,64
-0.777,1
-0.776,3
-0.775,4
-0.774,2
-0.773,13
-0.771,6
-0.77,4
-0.769,22
-0.768,1
-0.767,9
-0.766,3
-0.765,10
-0.764,1
-0.763,2
-0.762,8
-0.761,1
-0.76,18
-0.759,2
-0.758,2
-0.757,2
-0.756,8
-0.755,5
-0.753,2
-0.752,6
-0.75,463
-0.748,4
-0.746,2
-0.745,7
-0.744,5
-0.743,4
-0.742,4
-0.741,3
-0.74,13
-0.739,4
-0.738,2
-0.737,33
-0.736,3
-0.735,2
-0.733,43
-0.732,3
-0.731,9
-0.73,8
-0.729,2
-0.728,1
-0.727,17
-0.726,2
-0.725,17
-0.724,5
-0.723,2
-0.722,26
-0.721,2
-0.72,14
-0.719,3
-0.718,3
-0.717,3
-0.714,134
-0.713,3
-0.711,9
-0.71,3
-0.709,2
-0.708,4
-0.707,4
-0.706,22
-0.705,3
-0.704,5
-0.703,6
-0.702,2
-0.701,1
-0.7,211
-0.699,2
-0.698,3
-0.697,4
-0.696,2
-0.695,1
-0.694,13
-0.693,2
-0.692,16
-0.691,3
-0.69,6
-0.688,20
-0.687,5
-0.686,13
-0.685,3
-0.684,12
-0.683,3
-0.682,6
-0.681,2
-0.68,21
-0.679,3
-0.678,1
-0.677,8
-0.676,12
-0.675,7
-0.674,1
-0.673,3
-0.672,6
-0.671,1
-0.67,3
-0.667,1093
-0.666,1
-0.665,1
-0.664,2
-0.663,3
-0.662,7
-0.661,8
-0.66,8
-0.659,8
-0.658,5
-0.657,11
-0.656,2
-0.655,22
-0.654,2
-0.653,11
-0.651,5
-0.65,63
-0.649,1
-0.648,3
-0.647,13
-0.646,5
-0.645,4
-0.644,1
-0.643,49
-0.642,3
-0.641,1
-0.64,16
-0.639,2
-0.638,3
-0.637,3
-0.636,46
-0.635,2
-0.634,3
-0.633,55
-0.632,16
-0.631,2
-0.63,14
-0.629,17
-0.628,2
-0.627,4
-0.626,2
-0.625,184
-0.624,1
-0.623,6
-0.622,6
-0.621,10
-0.62,12
-0.619,9
-0.618,9
-0.617,3
-0.615,69
-0.614,4
-0.613,9
-0.612,4
-0.611,33
-0.61,3
-0.609,7
-0.608,14
-0.607,9
-0.606,3
-0.605,13
-0.604,2
-0.603,2
-0.602,2
-0.601,1
-0.6,798
-0.598,3
-0.597,5
-0.596,4
-0.595,7
-0.594,5
-0.593,9
-0.592,23
-0.591,4
-0.59,16
-0.589,3
-0.588,42
-0.587,7
-0.586,5
-0.585,4
-0.584,4
-0.583,111
-0.582,10
-0.581,3
-0.58,27
-0.579,22
-0.578,4
-0.577,17
-0.576,7
-0.575,27
-0.574,14
-0.573,7
-0.572,1
-0.571,240
-0.57,2
-0.569,11
-0.568,4
-0.567,38
-0.566,3
-0.565,39
-0.564,11
-0.563,6
-0.562,24
-0.561,2
-0.56,69
-0.559,15
-0.558,5
-0.557,11
-0.556,200
-0.555,2
-0.554,8
-0.553,7
-0.552,15
-0.551,11
-0.55,62
-0.549,3
-0.548,8
-0.547,2
-0.545,122
-0.544,11
-0.543,17
-0.542,30
-0.541,3
-0.54,15
-0.539,2
-0.538,67
-0.537,6
-0.536,28
-0.535,5
-0.534,4
-0.533,125
-0.532,5
-0.531,12
-0.53,2
-0.529,34
-0.528,5
-0.527,21
-0.526,20
-0.525,9
-0.524,37
-0.523,8
-0.522,23
-0.521,10
-0.52,62
-0.519,17
-0.518,8
-0.517,8
-0.516,14
-0.515,7
-0.514,29
-0.513,4
-0.512,14
-0.511,16
-0.51,15
-0.509,7
-0.508,10
-0.507,11
-0.506,4
-0.505,16
-0.504,3
-0.503,1
-0.502,1
-0.5,9650
-0.499,2
-0.498,6
-0.497,5
-0.496,2
-0.495,42
-0.494,8
-0.493,13
-0.492,18
-0.491,8
-0.49,42
-0.489,12
-0.488,7
-0.487,33
-0.486,16
-0.485,31
-0.484,8
-0.483,74
-0.482,9
-0.481,12
-0.48,75
-0.479,18
-0.478,28
-0.477,9
-0.476,28
-0.475,64
-0.474,118
-0.473,7
-0.472,6
-0.471,41
-0.47,7
-0.469,16
-0.468,10
-0.467,196
-0.466,7
-0.465,5
-0.464,41
-0.463,19
-0.462,94
-0.461,4
-0.46,26
-0.459,25
-0.458,40
-0.457,17
-0.456,9
-0.455,145
-0.454,14
-0.453,10
-0.452,15
-0.451,8
-0.45,208
-0.449,10
-0.448,34
-0.447,16
-0.446,25
-0.445,19
-0.444,572
-0.443,12
-0.442,8
-0.441,14
-0.44,62
-0.439,12
-0.438,76
-0.437,6
-0.436,35
-0.435,23
-0.434,8
-0.433,62
-0.432,48
-0.431,14
-0.43,9
-0.429,587
-0.428,2
-0.427,14
-0.426,13
-0.425,45
-0.424,9
-0.423,39
-0.422,33
-0.421,80
-0.42,34
-0.419,17
-0.418,12
-0.417,216
-0.416,9
-0.415,15
-0.414,55
-0.413,6
-0.412,225
-0.411,9
-0.41,14
-0.409,43
-0.408,24
-0.407,39
-0.406,41
-0.405,28
-0.404,14
-0.403,6
-0.402,10
-0.401,8
-0.4,2166
-0.399,4
-0.398,6
-0.397,26
-0.396,19
-0.395,31
-0.394,51
-0.393,44
-0.392,20
-0.391,45
-0.39,46
-0.389,136
-0.388,49
-0.387,15
-0.386,27
-0.385,166
-0.384,9
-0.383,22
-0.382,39
-0.381,51
-0.38,85
-0.379,32
-0.378,40
-0.377,25
-0.376,10
-0.375,981
-0.374,1
-0.373,27
-0.372,9
-0.371,59
-0.37,50
-0.369,25
-0.368,143
-0.367,99
-0.366,20
-0.365,24
-0.364,221
