-1.0,15
-0.9,2
-0.875,2
-0.833,1
-0.83,1
-0.817,1
-0.802,1
-0.8,11
-0.778,1
-0.757,1
-0.755,1
-0.75,5
-0.745,1
-0.714,1
-0.7,1
-0.679,1
-0.667,12
-0.661,2
-0.66,1
-0.648,1
-0.632,1
-0.625,3
-0.615,1
-0.6,11
-0.588,2
-0.575,1
-0.574,1
-0.571,3
-0.569,1
-0.567,1
-0.557,1
-0.556,1
-0.551,1
-0.55,1
-0.545,2
-0.54,1
-0.533,1
-0.53,1
-0.529,3
-0.516,1
-0.504,1
-0.503,1
-0.5,81
-0.496,1
-0.49,1
-0.487,1
-0.484,1
-0.483,2
-0.477,2
-0.475,1
-0.474,2
-0.467,1
-0.463,2
-0.462,2
-0.456,1
-0.455,1
-0.452,1
-0.451,1
-0.45,3
-0.444,15
-0.438,2
-0.436,2
-0.429,3
-0.424,1
-0.417,4
-0.414,1
-0.412,3
-0.407,1
-0.4,14
-0.397,1
-0.395,1
-0.394,1
-0.392,1
-0.391,1
-0.39,2
-0.389,1
-0.385,1
-0.382,1
-0.38,1
-0.375,17
-0.371,1
-0.37,2
-0.368,2
-0.367,2
-0.365,1
-0.364,6
-0.36,1
-0.358,1
-0.357,2
-0.356,1
-0.355,1
-0.353,5
-0.352,1
-0.35,3
-0.348,1
-0.342,3
-0.34,2
-0.339,2
-0.338,1
-0.333,113
-0.331,1
-0.33,1
-0.329,2
-0.327,1
-0.325,1
-0.323,1
-0.321,1
-0.32,2
-0.319,1
-0.318,4
-0.317,1
-0.316,6
-0.312,2
-0.31,1
-0.309,1
-0.308,4
-0.304,4
-0.302,2
-0.3,31
-0.297,1
-0.296,4
-0.295,1
-0.294,8
-0.293,2
-0.292,4
-0.29,3
-0.289,2
-0.287,1
-0.286,47
-0.28,5
-0.278,5
-0.277,1
-0.276,5
-0.275,2
-0.273,13
-0.272,2
-0.271,1
-0.27,3
-0.269,3
-0.267,21
-0.265,2
-0.263,6
-0.261,2
-0.259,7
-0.258,2
-0.257,4
-0.256,3
-0.254,1
-0.253,1
-0.25,149
-0.246,1
-0.243,1
-0.242,1
-0.241,2
-0.24,2
-0.239,3
-0.238,2
-0.237,2
-0.235,6
-0.234,1
-0.233,5
-0.232,1
-0.231,21
-0.23,1
-0.229,3
-0.227,3
-0.226,2
-0.225,5
-0.224,3
-0.223,4
-0.222,32
-0.22,4
-0.219,4
-0.217,1
-0.216,3
-0.214,21
-0.212,3
-0.211,8
-0.209,1
-0.208,1
-0.207,3
-0.206,3
-0.205,2
-0.204,1
-0.203,1
-0.201,1
-0.2,109
-0.199,1
-0.198,1
-0.196,2
-0.195,3
-0.194,5
-0.193,2
-0.192,6
-0.191,3
-0.19,7
-0.189,9
-0.188,17
-0.187,4
-0.186,3
-0.185,8
-0.184,10
-0.183,2
-0.182,15
-0.181,2
-0.18,3
-0.179,9
-0.178,5
-0.177,1
-0.176,15
-0.175,3
-0.174,5
-0.173,3
-0.172,8
-0.171,4
-0.17,3
-0.169,2
-0.168,1
-0.167,125
-0.166,2
-0.165,4
-0.164,6
-0.163,2
-0.162,3
-0.161,1
-0.16,23
-0.159,4
-0.158,15
-0.157,3
-0.156,7
-0.155,2
-0.154,41
-0.153,6
-0.152,5
-0.151,4
-0.15,31
-0.149,6
-0.148,8
-0.147,5
-0.146,8
-0.145,4
-0.144,3
-0.143,115
-0.142,1
-0.141,7
-0.14,7
-0.139,5
-0.138,15
-0.137,3
-0.136,14
-0.135,7
-0.134,1
-0.133,68
-0.132,3
-0.131,2
-0.13,37
-0.129,3
-0.128,10
-0.127,6
-0.126,5
-0.125,105
-0.124,4
-0.123,4
-0.122,10
-0.121,7
-0.12,26
-0.119,5
-0.118,47
-0.117,7
-0.116,4
-0.115,10
-0.114,23
-0.113,7
-0.112,7
-0.111,100
-0.11,6
-0.109,6
-0.108,7
-0.107,39
-0.106,6
-0.105,22
-0.104,10
-0.103,32
-0.102,5
-0.101,4
-0.1,170
-0.099,4
